Date,Nifty close,Change,Nifty (n-1) close,20DMA,Nifty - 20DMA,Nifty - 20DMA squared,20DMA crossing,10D MA change,Range,ATR,OI change,COI change,PCR TW,RSI,FII net,DII net,FII + DII net,PE,10D MA FII net,10D MA DII net,Range between Max Ois,PCR TW change,PE change,Up streak,Down streak,Up,Down,Up 2.17%,Down 2.07%,Up 1.11% to 2.17%,Down 1.01% to 2.07%,Up upto 1.11%,Down upto 1.01%,Classification
22-12-2022,17806.8,-320.55,18199.1,18525.54286,-398.1928571,158557.5515,0,-48.2,248.1,186.3637,-12967,-6069,0.73,28.24,928.63,2206.59,3135.22,21.79,-226.356,910.993,500,0.249303823,-0.08,0,3,0,1,0,0,0,0,0,1,Down to 1SD
23-12-2022,18014.6,207.8,18127.35,18493.29048,-686.4904762,471269.1739,0,-68.98,265.35,197.8984,-2594,14682,0.59,22.44,-706.84,3398.98,2692.14,21.4,-281.239,1200.728,500,-0.13893291,-0.39,0,4,0,1,0,0,0,1,0,0,Down 1SD to 2SD
26-12-2022,18132.2,117.6,17806.8,18469.56905,-454.9690476,206996.8343,0,-48.255,307.95,205.8949,-39561,-18544,0.85,32.27,-497.65,1285.74,788.09,21.65,-317.123,1259.742,400,0.260009942,0.25,1,0,1,0,0,0,1,0,0,0,Up 1SD to 2SD
27-12-2022,18122.5,-9.7,18014.6,18449.06667,-316.8666667,100404.4844,0,-47.57,181.1,204.1739,-30556,-2490,1.03,38.15,-867.65,621.81,-245.84,21.79,-465.88,1318.248,200,0.182102747,0.14,2,0,1,0,0,0,0,0,1,0,Down to 1SD
28-12-2022,18191,68.5,18132.2,18425.46905,-302.9690476,91790.24382,0,-53.78,104.75,197.0722,0,0,0.69,36.23,-872.59,372.87,-499.72,21.78,-590.355,1262.89,200,-0.347771668,-0.01,0,1,0,1,0,0,0,0,0,1,Up to 1SD
29-12-2022,18105.3,-85.7,18122.5,18398.45238,-207.452381,43036.49036,0,-22.39,236.9,199.917,0,0,0.69,41.14,-572.78,515.83,-56.95,21.86,-576.559,1288.381,200,0,0.08,1,0,1,0,0,0,0,0,1,0,Down to 1SD
30-12-2022,18197.45,92.15,18191,18364.77619,-259.4761905,67327.89342,0,-16.37,183.7,198.8479,85875,-19964,0.69,39.17,-2950.89,2266.2,-684.69,21.79,-674.104,1360.751,200,0,-0.07,0,1,0,1,0,0,0,0,0,1,Up to 1SD
02-01-2023,18232.55,35.1,18105.3,18341.03095,-143.5809524,20615.48989,0,-22.3,127.55,193.8338,1012,1875,0.87,38.53,-212.57,743.35,530.78,21.9,-641.551,1366.348,200,0.188157039,0.11,1,0,1,0,0,0,0,0,1,0,Up to 1SD
03-01-2023,18042.95,-189.6,18197.45,18318.72143,-86.17142857,7425.515102,0,-15.275,101.9,187.2856,5692,7213,0.96,37.94,-628.07,350.57,-277.5,21.94,-749.952,1351.931,0,0.080921849,0.04,2,0,1,0,0,0,0,0,1,0,Down to 1SD
04-01-2023,17992.15,-50.8,18232.55,18290.15952,-247.2095238,61112.54866,0,-15.615,218.6,189.7932,3853,8765,0.55,39.17,-2620.89,773.58,-1847.31,21.71,-900.13,1253.552,200,-0.408043074,-0.23,0,1,0,1,0,0,0,1,0,0,Down 1SD to 2SD
05-01-2023,17859.45,-132.7,18042.95,18263.09524,-270.9452381,73411.32205,0,-13.52,226.45,192.5008,-156,804,0.7,41.47,-1449.45,-194.09,-1643.54,21.65,-1137.938,1013.484,0,0.151555982,-0.06,0,2,0,1,0,0,0,0,0,1,Down to 1SD
06-01-2023,18101.2,241.75,17992.15,18227.38571,-367.9357143,135376.6898,0,5.265,248.6,196.74,7279,7432,0.55,32.50,-2902.46,1083.17,-1819.29,21.49,-1357.5,781.903,0,-0.144561007,-0.16,0,3,0,1,0,0,0,0,0,1,Down to 1SD
09-01-2023,17914.15,-187.05,17859.45,18208.55714,-107.3571429,11525.55612,0,8.66,204.3,202.8265,-5233,-2310,0.83,42.15,-203.13,1723.79,1520.66,21.78,-1328.048,825.708,300,0.271223774,0.29,1,0,1,0,0,0,1,0,0,0,Up 1SD to 2SD
10-01-2023,17895.7,-18.45,18101.2,18180.79524,-266.6452381,71099.683,0,-21.815,255.2,207.7389,7609,8521,0.54,42.13,-2109.34,1807.02,-302.32,21.56,-1452.217,944.229,300,-0.282137117,-0.22,0,1,0,1,0,0,0,1,0,0,Down 1SD to 2SD
11-01-2023,17858.2,-37.5,17914.15,18146.87619,-251.1761905,63089.47866,0,-22.68,150.05,203.7575,-2951,-2074,0.59,43.41,-3208.15,2430.62,-777.53,21.52,-1685.773,1150.004,200,0.047543606,-0.04,0,2,0,1,0,0,0,0,0,1,Down to 1SD
12-01-2023,17956.6,98.4,17895.7,18108.68095,-250.4809524,62740.70751,0,-33.28,182.55,202.357,3262,4789,0.66,51.74,-1662.63,2127.65,465.02,21.47,-1794.758,1311.186,0,0.064817702,-0.05,0,3,0,1,0,0,0,0,0,1,Up to 1SD
13-01-2023,17894.85,-61.75,17858.2,18086.85714,-130.2571429,16966.92327,0,-14.87,224.4,203.9815,4498,5273,0.88,47.88,-2422.39,1953.4,-468.99,21.54,-1741.908,1279.906,0,0.220948786,0.07,1,0,1,0,0,0,0,0,1,0,Down to 1SD
16-01-2023,18053.3,158.45,17956.6,18069.04048,-174.1904762,30342.322,0,-30.26,195.05,203.4114,-2196,153,0.61,40.93,-750.59,685.96,-64.63,21.34,-1795.71,1274.167,100,-0.265211529,-0.2,0,1,0,1,0,0,0,0,0,1,Up to 1SD
17-01-2023,18165.35,112.05,17894.85,18051.55714,1.742857143,3.03755102,1,-17.925,182.3,202.1034,-4336,-2749,1.09,47.63,211.06,90.82,301.88,21.53,-1711.797,1248.192,300,0.481029892,0.19,1,0,1,0,0,0,0,0,1,0,Up to 1SD
18-01-2023,18107.85,-57.5,18053.3,18041.08333,124.2666667,15442.20444,0,12.24,150.3,198.4746,-232,9062,1.4,49.15,-319.23,1225.96,906.73,21.67,-1481.631,1293.43,300,0.303506739,0.14,2,0,1,0,0,0,0,0,1,0,Down to 1SD
19-01-2023,18027.65,-80.2,18165.35,18036.7381,71.11190476,5056.902999,0,11.57,90.8,191.555,-18127,-15935,1.06,50.09,399.98,-128.96,271.02,21.56,-1296.688,1299.943,500,-0.340624531,-0.11,0,1,0,1,0,0,0,0,0,1,Down to 1SD
20-01-2023,18118.55,90.9,18107.85,18031.99048,-4.34047619,18.83973356,0,16.82,127.2,187.1046,-4446,10361,0.72,44.19,-2002.25,1509.95,-492.3,21.46,-1206.667,1342.621,0,-0.334815309,-0.1,0,2,0,1,0,0,0,0,0,1,Up to 1SD
23-01-2023,18118.3,-0.25,18027.65,18046.83571,71.71428571,5142.938776,1,1.735,96.95,183.3793,-31653,341,0.84,46.24,-219.87,434.96,215.09,21.6,-1208.341,1213.738,0,0.114223422,0.14,1,0,1,0,0,0,0,0,1,0,Down to 1SD
24-01-2023,17891.95,-226.35,18118.55,18051.77381,66.52619048,4425.734019,0,20.415,121.6,179.0739,-40903,-99,0.66,52.84,-760.51,1144.75,384.24,21.6,-1073.458,1147.511,100,-0.17429558,0,0,1,0,1,0,0,0,0,0,1,Down to 1SD
25-01-2023,17604.35,-287.6,18118.3,18040.33333,-148.3833333,22017.61361,0,-0.375,246.75,185.6888,61689,-11553,0.6,46.67,-2393.94,1378.49,-1015.45,21.19,-992.037,1042.298,0,-0.057117146,-0.41,0,2,0,1,0,0,0,1,0,0,Down 1SD to 2SD
27-01-2023,17648.95,44.6,17891.95,18015.65952,-411.3095238,169175.5244,0,-24.98,382.1,200.8824,21627,-28384,0.52,42.31,-5977.86,4252.33,-1725.53,20.7,-1423.56,1254.766,0,-0.088814591,-0.49,0,3,0,1,0,0,0,1,0,0,Down 1SD to 2SD
30-01-2023,17662.15,13.2,17604.35,17989.84762,-340.897619,116211.1867,0,-30.765,302.2,208.2194,-9522,-8041,0.57,34.52,-6792.8,5512.63,-1280.17,20.73,-1860.601,1610.689,500,0.059111055,0.03,1,0,1,0,0,0,0,0,1,0,Up to 1SD
31-01-2023,17616.3,-45.85,17648.95,17968.74524,-306.5952381,94000.64002,0,-23.27,191.75,207.5022,792,3445,0.65,40.21,-5439.64,4506.31,-933.33,20.73,-2329.506,1992.724,500,0.073901061,0,2,0,1,0,0,0,0,0,1,0,Down to 1SD
01-02-2023,17610.4,-5.9,17662.15,17941.07143,-324.7714286,105476.4808,0,-43.7,617.7,236.8787,-1731,2288,0.54,39.37,1785.21,529.47,2314.68,20.68,-2172.091,2036.589,500,-0.105194431,-0.05,0,1,0,1,0,0,0,0,0,1,Down to 1SD
02-02-2023,17854.05,243.65,17616.3,17911.44524,-301.0452381,90628.23538,0,-55.495,205.5,234.8124,13876,13768,0.72,40.34,-3065.35,2371.36,-693.99,20.59,-2446.703,2151.129,400,0.173335114,-0.09,0,2,0,1,0,0,0,0,0,1,Down to 1SD
03-02-2023,17764.6,-89.45,17610.4,17902.45,-48.4,2342.56,0,-25.38,285.5,238.4758,-21910,-22092,1.11,46.41,-932.44,1264.74,332.3,20.86,-2579.945,2290.499,400,0.398467515,0.27,1,0,1,0,0,0,1,0,0,0,Up 1SD to 2SD
06-02-2023,17721.5,-43.1,17854.05,17891.61429,-127.0142857,16132.62878,0,-26.305,119.65,232.5632,6471,7783,0.83,45.53,-1218.14,1203.09,-15.05,20.71,-2501.534,2259.813,400,-0.282507734,-0.15,0,1,0,1,0,0,0,0,0,1,Down to 1SD
07-02-2023,17871.7,150.2,17764.6,17885.04524,-163.5452381,26747.0449,0,-39.705,140.65,227.2801,3314,5359,0.65,37.62,-2559.96,639.82,-1920.14,20.5,-2735.543,2280.299,300,-0.178327549,-0.21,0,2,0,1,0,0,0,0,0,1,Up to 1SD
08-02-2023,17893.45,21.75,17721.5,17874.11667,-2.416666667,5.840277778,0,-24.325,153.25,223.703,-8410,-6964,1.2,39.35,-736.82,941.16,204.34,21.1,-2733.174,2259.94,200,0.551095427,0.6,1,0,1,0,0,0,0,0,1,0,Up to 1SD
09-02-2023,17856.5,-36.95,17871.7,17873.13095,20.31904762,412.8636961,1,0.15,135.05,217.5171,-3534,-2978,0.93,42.02,-144.73,-205.25,-349.98,21.11,-2508.253,2101.566,200,-0.272436943,0.01,2,0,1,0,0,0,0,0,1,0,Down to 1SD
10-02-2023,17770.9,-85.6,17893.45,17871.26429,-14.76428571,217.9841327,0,24.81,75.6,208.5837,7165,7990,0.89,43.42,1458.02,-291.34,1166.68,21.06,-1764.665,1647.199,200,-0.046013443,-0.05,0,1,0,1,0,0,0,0,0,1,Down to 1SD
13-02-2023,17929.85,158.95,17856.5,17867.10714,-96.20714286,9255.814337,0,12.195,159.65,205.1813,8382,9379,0.61,36.57,1322.39,521.69,1844.08,21.05,-953.146,1148.105,200,-0.274096023,-0.01,0,2,0,1,0,0,0,0,0,1,Up to 1SD
14-02-2023,18015.85,86,17770.9,17865.83333,64.01666667,4098.133611,1,26.77,154,203.5433,-23642,-20368,1.07,43.52,1305.3,204.79,1510.09,21.21,-278.652,717.953,400,0.462246043,0.16,1,0,1,0,0,0,0,0,1,0,Up to 1SD
15-02-2023,18035.85,20,17929.85,17871.59524,144.2547619,20809.43633,0,39.955,179.9,201.976,158,3223,1.41,54.72,432.15,526.64,958.79,21.31,-413.958,717.67,400,0.337035663,0.1,2,0,1,0,0,0,0,0,1,0,Up to 1SD
16-02-2023,17944.2,-91.65,18015.85,17870.76429,165.0857143,27253.29306,0,42.545,132.95,197.1277,-6191,-1828,1.32,70.64,1570.62,1577.27,3147.89,21.26,49.639,638.261,0,-0.094352133,-0.05,3,0,1,0,0,0,0,0,1,0,Down to 1SD
17-02-2023,17844.6,-99.6,18035.85,17860.23333,83.96666667,7050.401111,0,9.015,147.75,193.8507,-1230,3629,0.75,63.52,-624.61,-85.29,-709.9,21.15,80.422,503.258,0,-0.567099652,-0.11,0,1,0,1,0,0,0,0,0,1,Down to 1SD
20-02-2023,17826.7,-17.9,17944.2,17847.69762,-3.097619048,9.595243764,0,8,185.2,193.2864,-14989,5067,0.62,57.74,-158.95,86.23,-72.72,21.04,186.341,391.572,500,-0.132590972,-0.11,0,2,0,1,0,0,0,0,0,1,Down to 1SD
21-02-2023,17554.3,-272.4,17844.6,17838.12857,-11.42857143,130.6122449,0,10.52,123.65,188.3802,-29024,5423,0.69,59.14,525.8,-235.23,290.57,21.01,494.917,304.067,500,0.076366858,-0.03,0,3,0,1,0,0,0,0,0,1,Down to 1SD
22-02-2023,17511.25,-43.05,17826.7,17811.25952,-256.9595238,66028.19688,0,-32.075,242.3,196.1566,-21412,25973,0.55,48.02,-579.82,371.56,-208.26,20.69,510.617,247.107,500,-0.146815931,-0.32,0,4,0,1,0,0,0,1,0,0,Down 1SD to 2SD
23-02-2023,17465.8,-45.45,17554.3,17782.35238,-271.102381,73496.50096,0,-38.22,162.7,193.9061,91546,43251,0.68,35.91,-1417.24,1586.06,168.82,20.64,383.366,426.238,500,0.131450437,-0.05,0,5,0,1,0,0,0,0,0,1,Down to 1SD
24-02-2023,17392.7,-73.1,17511.25,17762.05952,-296.2595238,87769.70545,0,-39.07,177.2,192.7664,771,-68137,0.58,37.26,-1470.34,1400.98,-69.36,20.58,90.53,595.47,600,-0.095396679,-0.06,0,6,0,1,0,0,0,0,0,1,Down to 1SD
27-02-2023,17303.95,-88.75,17465.8,17751.98095,-359.2809524,129082.8027,0,-37.82,148.75,190.9117,12131,16016,0.55,36.33,-2022.52,2231.66,209.14,20.49,-243.961,766.467,600,-0.028637405,-0.09,0,7,0,1,0,0,0,0,0,1,Down to 1SD
28-02-2023,17450.9,146.95,17392.7,17735.55238,-431.602381,186280.6152,0,-62.59,184.3,190.5073,12973,14011,0.52,25.12,-4559.21,4609.87,50.66,20.39,-830.412,1206.975,400,-0.03889853,-0.1,0,8,0,1,0,0,0,0,0,1,Up to 1SD
01-03-2023,17321.9,-129,17303.95,17725.49286,-274.5928571,75401.23719,0,-56.495,114.05,188.5996,2963,3574,0.79,32.53,-424.88,1498.66,1073.78,20.56,-916.115,1304.177,100,0.274060948,0.17,1,0,1,0,0,0,0,0,1,0,Down to 1SD
02-03-2023,17594.35,272.45,17450.9,17711.47381,-389.5738095,151767.7531,0,-71.395,137.8,185.4782,-1448,-1300,0.7,30.32,12770.81,2128.8,14899.61,20.41,203.904,1359.33,400,-0.08779337,-0.15,0,1,0,1,0,0,0,0,0,1,Down to 1SD
03-03-2023,17711.45,117.1,17321.9,17710.70952,-116.3595238,13539.53878,0,-34.985,214.2,195.2905,-19692,-15101,1.13,44.29,246.24,2089.92,2336.16,20.73,290.989,1576.851,500,0.430339255,0.32,1,0,1,0,0,0,1,0,0,0,Up 1SD to 2SD
06-03-2023,17754.4,42.95,17594.35,17703.91905,7.530952381,56.71524376,1,-13.315,118,196.0269,-21039,-17466,1.03,42.74,721.37,757.23,1478.6,20.87,379.021,1643.951,300,-0.102897267,0.14,2,0,1,0,0,0,0,0,1,0,Up to 1SD
08-03-2023,17589.6,-164.8,17711.45,17703.43333,50.96666667,2597.601111,0,-7.23,162.85,193.7671,7616,10130,1.26,41.05,3671.56,-937.8,2733.76,20.92,693.597,1573.694,200,0.228862564,0.05,3,0,1,0,0,0,0,0,1,0,Down to 1SD
09-03-2023,17412.9,-176.7,17754.4,17697.15238,-107.552381,11567.51465,0,3.53,196.2,194.1137,14418,17922,0.72,36.10,-561.78,42.41,-519.37,20.73,695.401,1540.779,100,-0.535127907,-0.19,0,1,0,1,0,0,0,0,0,1,Down to 1SD
10-03-2023,17154.3,-258.6,17589.6,17675.30476,-262.4047619,68856.25907,0,-9.835,117.55,199.1949,13163,12460,0.7,34.28,-2061.47,1350.13,-711.34,20.52,630.978,1517.186,100,-0.028024079,-0.21,0,2,0,1,0,0,0,1,0,0,Down 1SD to 2SD
13-03-2023,17043.3,-111,17412.9,17640.10714,-485.8071429,236008.5801,0,-31.15,414.3,214.7131,1462,2868,0.5,31.34,-1546.86,1418.58,-128.28,20.21,623.326,1518.946,500,-0.193687959,-0.31,0,3,0,1,0,0,0,1,0,0,Down 1SD to 2SD
14-03-2023,16972.15,-71.15,17154.3,17601.38333,-558.0833333,311457.0069,0,-34.94,236.6,216.343,14625,15316,0.5,29.83,-3086.96,2121.94,-965.02,20.08,516.882,1507.974,500,-0.002440891,-0.13,0,4,0,1,0,0,0,0,0,1,Down to 1SD
15-03-2023,16985.6,13.45,17043.3,17563.34762,-591.197619,349514.6248,0,-33.18,270.25,220.3519,699,2895,0.5,33.28,-1271.25,1823.94,552.69,20,845.678,1229.381,400,-0.002744307,-0.08,0,5,0,1,0,0,0,0,0,1,Up to 1SD
16-03-2023,17100.05,114.45,16972.15,17518.38333,-532.7833333,283858.0803,0,-46.53,211.8,219.7767,-1773,5512,0.58,34.64,-282.06,2051.45,1769.39,20.01,859.96,1284.66,0,0.080728745,0.01,1,0,1,0,0,0,0,0,1,0,Up to 1SD
17-03-2023,16988.4,-111.65,16985.6,17474.77381,-374.7238095,140417.9334,0,-22.185,180.35,217.482,-6654,-1217,0.68,39.73,-1766.53,1520.14,-246.39,20.15,-593.774,1223.794,500,0.107149958,0.14,2,0,1,0,0,0,0,0,1,0,Down to 1SD
20-03-2023,17107.5,119.1,17100.05,17424.89524,-436.4952381,190528.0929,0,-60.595,235.85,221.3547,5845,19258,0.65,38.89,-2545.87,2876.64,330.77,20.02,-872.985,1302.466,300,-0.03163536,-0.13,0,1,0,1,0,0,0,0,0,1,Up to 1SD
21-03-2023,17151.9,44.4,16988.4,17385.05238,-277.552381,77035.32417,0,-60.395,89.3,215.4936,694,5806,0.77,44.69,-1454.63,1946.06,491.43,20.16,-1090.585,1421.349,200,0.120829699,0.14,1,0,1,0,0,0,0,0,1,0,Up to 1SD
22-03-2023,17076.9,-75,17107.5,17352.06667,-200.1666667,40066.69444,0,-60.25,98.35,207.2262,-5430,-2765,0.8,41.44,61.72,383.51,445.23,20.21,-1451.569,1553.48,500,0.024904536,0.05,2,0,1,0,0,0,0,0,1,0,Down to 1SD
23-03-2023,16945.05,-131.85,17151.9,17316.3619,-239.4619048,57342.00383,0,-51.27,158.95,203.8601,-7578,-190,0.75,42.76,-995.01,1668.85,673.84,20.12,-1494.892,1716.124,0,-0.044901358,-0.09,0,1,0,1,0,0,0,0,0,1,Down to 1SD
24-03-2023,16985.7,40.65,17076.9,17287.35,-342.3,117169.29,0,-46.785,189.7,203.0201,-9520,8381,0.69,29.08,-1720.44,2555.53,835.09,19.97,-1460.789,1836.664,100,-0.068282307,-0.15,0,2,0,1,0,0,0,0,0,1,Up to 1SD
27-03-2023,16951.7,-34,16945.05,17262.32381,-276.6238095,76520.732,0,-16.86,171.35,200.8365,-33529,1480,0.75,25.41,-890.64,1808.94,918.3,20.01,-1395.167,1875.7,0,0.064897285,0.04,1,0,1,0,0,0,0,0,1,0,Down to 1SD
28-03-2023,17080.7,129,16985.7,17237.84286,-286.1428571,81877.73469,0,-9.16,147.3,197.0625,-59821,-7018,0.68,22.64,1531.13,-156.11,1375.02,19.97,-933.358,1647.895,0,-0.068128558,-0.04,0,1,0,1,0,0,0,0,0,1,Up to 1SD
29-03-2023,17359.75,279.05,16951.7,17222.98571,-142.2857143,20245.22449,0,10.855,183.25,196.2401,-34428,36328,0.94,32.22,1245.39,822.99,2068.38,20.13,-681.694,1547.8,0,0.259965889,0.16,1,0,1,0,0,0,0,0,1,0,Down to 1SD
31-03-2023,17398.05,38.3,17080.7,17225.64286,134.1071429,17984.72577,1,37.415,171.85,203.7158,132801,-104201,1.29,48.27,357.86,2479.46,2837.32,20.44,-617.702,1590.601,700,0.347440735,0.31,2,0,1,0,0,0,1,0,0,0,Up 1SD to 2SD
03-04-2023,17557.05,159,17359.75,17223.12619,174.9238095,30598.33914,0,29.8,115.05,197.4004,-11958,-20579,1.11,59.28,321.93,-328.24,-6.31,20.48,-408.856,1405.763,700,-0.183281936,0.04,3,0,1,0,0,0,0,0,1,0,Up to 1SD
05-04-2023,17599.15,42.1,17398.05,17234.32381,322.7261905,104152.194,0,56.865,157.85,195.6218,-7073,-4958,1.44,68.87,806.82,-947.21,-140.39,20.67,-73.587,1023.378,200,0.331727454,0.19,4,0,1,0,0,0,0,0,1,0,Up to 1SD
06-04-2023,17624.05,24.9,17557.05,17234.55238,364.597619,132931.4238,0,49.165,125.95,191.3524,-960,-495,0.95,73.54,475.81,-997.08,-521.27,20.72,119.457,729.064,500,-0.487506418,0.05,5,0,1,0,0,0,0,0,1,0,Up to 1SD
10-04-2023,17722.3,98.25,17599.15,17230.39048,393.6595238,154967.8207,0,47.215,95.05,184.5522,-12172,-12387,0.95,73.76,882.52,351.5,1234.02,20.75,201.537,725.863,400,-0.002845331,0.03,6,0,1,0,0,0,0,0,1,0,Up to 1SD
11-04-2023,17812.4,90.1,17624.05,17228.8619,493.4380952,243481.1538,0,64.54,93.3,180.2771,-9689,-8719,1.13,73.44,342.84,-264.02,78.82,20.86,335.322,532.576,0,0.181271663,0.11,7,0,1,0,0,0,0,0,1,0,Up to 1SD
12-04-2023,17828,15.6,17722.3,17239.47143,572.9285714,328247.148,0,86.735,106.5,175.1501,-625,969,1.22,81.55,1907.95,-225.22,1682.73,20.97,698.161,254.501,300,0.091802244,0.11,8,0,1,0,0,0,0,0,1,0,Up to 1SD
13-04-2023,17706.85,-121.15,17812.4,17259.2381,568.7619048,323490.1043,0,84.23,111.8,170.6751,3241,4483,1.19,79.97,221.85,-273.68,-51.83,20.99,809.41,46.239,200,-0.033161724,0.02,9,0,1,0,0,0,0,0,1,0,Down to 1SD
17-04-2023,17660.15,-46.7,17828,17285.55,421.3,177493.69,0,75.515,288.65,179.1233,-2473,-4763,0.73,71.70,-533.2,269.65,-263.55,20.82,602.977,88.815,300,-0.457228972,-0.17,0,1,0,1,0,0,0,0,0,1,Down to 1SD
18-04-2023,17618.75,-41.4,17706.85,17314.92381,345.2261905,119181.1226,0,57.945,155.85,177.5002,-4061,-2345,0.62,73.32,-810.6,401.66,-408.94,20.65,397.378,46.682,200,-0.111638971,-0.17,0,2,0,1,0,0,0,0,0,1,Down to 1SD
19-04-2023,17624.45,5.7,17660.15,17345.71429,273.0357143,74548.50128,0,25.9,83.9,170.9859,2414,3364,0.89,79.03,-13.17,-110.42,-123.59,20.6,360.275,-212.306,200,0.268945592,-0.05,0,3,0,1,0,0,0,0,0,1,Up to 1SD
20-04-2023,17624.05,-0.4,17618.75,17376.13571,248.3142857,61659.98449,0,22.64,99.25,165.9227,8590,14569,0.89,78.38,-1169.32,832.72,-336.6,20.61,211.15,-96.21,0,0,0.01,1,0,1,0,0,0,0,0,1,0,Down to 1SD
21-04-2023,17743.4,119.35,17624.45,17401.0881,222.9619048,49712.01098,0,6.7,108.2,161.8746,-11511,-7650,0.81,80.80,-2116.76,1632.66,-484.1,20.61,-81.208,161.777,0,-0.072562682,0,0,1,0,1,0,0,0,0,0,1,Up to 1SD
24-04-2023,17769.25,25.85,17624.05,17437.04048,306.3595238,93856.15783,0,14.425,141.15,160.455,15273,32166,1.02,80.62,-412.27,1177.18,764.91,20.74,-170.016,379.203,0,0.205658708,0.13,1,0,1,0,0,0,0,0,1,0,Up to 1SD
25-04-2023,17813.6,44.35,17743.4,17468.55238,300.697619,90419.0581,0,14.52,86.25,155.4654,-23679,5137,1.08,74.70,-407.35,563.61,156.26,20.56,-299.003,400.414,300,0.060043638,-0.18,2,0,1,0,0,0,0,0,1,0,Up to 1SD
26-04-2023,17915.05,101.45,17769.25,17500.0619,313.5380952,98306.13717,0,9.13,114.85,152.6857,-40359,-1886,1.14,74.89,1257.48,-228.08,1029.4,20.59,-207.539,404.008,300,0.058656026,0.03,3,0,1,0,0,0,0,0,1,0,Up to 1SD
27-04-2023,18065,149.95,17813.6,17539.97381,375.0761905,140682.1487,0,10.265,133.05,151.3296,-33014,19175,1.02,73.03,1652.95,97.07,1750.02,20.7,-233.039,436.237,0,-0.124012489,0.11,4,0,1,0,0,0,0,0,1,0,Up to 1SD
28-04-2023,18147.65,82.65,17915.05,17593.30476,471.6952381,222496.3976,0,23.7,203,155.081,74749,-86747,1.26,76.31,3304.32,264.27,3568.59,20.87,75.208,490.032,0,0.242437236,0.17,5,0,1,0,0,0,0,0,1,0,Up to 1SD
02-05-2023,18089.85,-57.8,18065,17648.63571,499.0142857,249015.2573,0,44.08,73.6,152.236,16652,17671,1.05,77.77,1997.35,-394.05,1603.3,20.92,328.263,423.662,200,-0.208801086,0.05,6,0,1,0,0,0,0,0,1,0,Down to 1SD
03-05-2023,18255.8,165.95,18147.65,17702.83333,387.0166667,149781.9003,0,42.97,72.7,148.8798,-278,603,0.86,70.36,1338,-583.99,754.01,21.33,543.123,325.097,200,-0.18401951,0.41,0,1,0,1,0,0,0,0,0,1,Up to 1SD
04-05-2023,18069,-186.8,18089.85,17758.79048,497.0095238,247018.4668,0,63.705,195.85,152.5848,2680,3399,1.23,72.66,1414.73,441.56,1856.29,21.85,685.913,380.295,0,0.364419557,0.52,1,0,1,0,0,0,0,0,1,0,Down to 1SD
05-05-2023,18264.4,195.4,18255.8,17792.56429,276.4357143,76416.70413,0,44.455,161.25,155.9966,8602,10611,0.64,60.48,777.68,-2198.77,-1421.09,21.62,880.613,77.146,0,-0.591524199,-0.23,0,1,0,1,0,0,0,1,0,0,Down 1SD to 2SD
08-05-2023,18265.95,1.55,18069,17833.81905,430.5809524,185399.9566,0,64.035,184.3,160.4219,13761,13035,0.94,72.78,2123.76,245.27,2369.03,21.77,1304.665,-61.593,300,0.300064586,0.15,1,0,1,0,0,0,0,0,1,0,Up to 1SD
09-05-2023,18315.1,49.15,18264.4,17867.57619,398.3738095,158701.6921,0,52.255,113.45,157.1453,8635,9455,0.84,75.70,1942.19,404.7,2346.89,21.77,1540.111,-138.841,100,-0.099860261,0,2,0,1,0,0,0,0,0,1,0,Up to 1SD
10-05-2023,18297,-18.1,18265.95,17901.66905,413.4309524,170925.1524,0,54.585,113.55,154.1206,-2429,2154,0.92,79.35,1833.13,-789.67,1043.46,21.88,1764.159,-274.169,300,0.08037357,0.11,3,0,1,0,0,0,0,0,1,0,Down to 1SD
11-05-2023,18314.8,17.8,18315.1,17933.71429,363.2857143,131976.5102,0,48.34,85.15,151.6334,11148,12836,0.98,78.05,837.21,-200.09,637.12,21.86,1722.132,-271.37,0,0.066019228,-0.02,0,1,0,1,0,0,0,0,0,1,Up to 1SD
12-05-2023,18398.85,84.05,18297,17961.92857,352.8714286,124518.2451,0,39.975,147.15,151.3882,-3344,-4148,1.09,78.40,1014.06,-922.19,91.87,21.82,1658.243,-373.296,100,0.105794878,-0.04,1,0,1,0,0,0,0,0,1,0,Up to 1SD
15-05-2023,18286.5,-112.35,18314.8,17989.85476,408.9952381,167277.1048,0,33.385,166.75,152.789,3536,5876,1.27,77.75,1685.29,191.2,1876.49,21.92,1496.34,-380.603,200,0.178079175,0.1,2,0,1,0,0,0,0,0,1,0,Down to 1SD
16-05-2023,18181.75,-104.75,18398.85,18011.6881,274.8119048,75521.583,0,13.885,167.3,153.8755,-173,1501,0.7,70.41,1406.86,-886.17,520.69,21.52,1437.291,-429.815,100,-0.56326385,-0.4,0,1,0,1,0,0,0,0,0,1,Down to 1SD
17-05-2023,18129.95,-51.8,18286.5,18034.30238,147.447619,21740.80036,0,9.19,191.7,156.7166,-18491,-14321,0.62,63.86,149.33,-203.87,-54.54,21.47,1318.424,-391.803,400,-0.082901832,-0.05,0,2,0,1,0,0,0,0,0,1,Down to 1SD
18-05-2023,18203.4,73.45,18181.75,18056.67381,73.27619048,5369.400091,0,-12.585,191.05,159.2618,487,2515,0.75,58.41,970.18,-849.96,120.22,21.39,1273.969,-520.955,0,0.129860289,-0.08,0,3,0,1,0,0,0,0,0,1,Up to 1SD
