Date,Nifty close,Change,Nifty (n-1) close,20DMA,Nifty - 20DMA,Nifty - 20DMA squared,20DMA crossing,10D MA change,Range,ATR,OI change,COI change,PCR TW,RSI,FII net,DII net,FII + DII net,PE,10D MA FII net,10D MA DII net,Range between Max Ois,PCR TW change,PE change,Up streak,Down streak,Up,Down,Up 2.17%,Down 2.07%,Up 1.11% to 2.17%,Down 1.01% to 2.07%,Up upto 1.11%,Down upto 1.01%,Classification
16-08-2022,17944.25,119,17698.15,17021.58571,803.6642857,645876.2841,0,66.7,74.15,181.85,9904,14690,1.05,89.79,1376.84,-136.24,1240.6,21.34,1621.8,-438.002,100,0.032160172,0.16,6,0,1,0,0,0,0,0,1,0,Up to 1SD
17-08-2022,17956.5,12.25,17825.25,17111.82619,832.4238095,692929.3987,0,60.42,130.7,186.7036,6097,13579,1.28,99.58,2347.22,-510.23,1836.99,21.42,1624.461,-406.802,200,0.238390857,0.08,7,0,1,0,0,0,0,0,1,0,Up to 1SD
18-08-2022,17758.45,-198.05,17944.25,17191.73095,764.7690476,584871.6962,0,61.105,115.05,186.0376,-1966,3726,1.2,99.54,-1706,470.79,-1235.21,21.44,1371.343,-371.502,100,-0.07947429,0.02,8,0,1,0,0,0,0,0,1,0,Down to 1SD
19-08-2022,17490.7,-267.75,17956.5,17259.25,499.2,249200.64,0,37.03,278,188.8082,-14267,-1592,0.69,83.50,1110.9,-1633.21,-522.31,21.2,1405.916,-482.981,500,-0.517825331,-0.24,0,1,0,1,0,0,0,1,0,0,Down 1SD to 2SD
22-08-2022,17577.5,86.8,17758.45,17305.43333,185.2666667,34323.73778,0,10.87,219.45,196.1148,-35333,-18124,0.6,63.02,-453.77,-85.06,-538.83,20.88,1213.062,-486.808,1000,-0.086373345,-0.32,0,2,0,1,0,0,0,1,0,0,Down 1SD to 2SD
23-08-2022,17604.95,27.45,17490.7,17351.73095,225.7690476,50971.66286,0,18,277.55,202.1316,-31346,6755,0.86,60.05,563,-215.2,347.8,20.89,1108.781,-458.734,500,0.260372502,0.01,1,0,1,0,0,0,0,0,1,0,Up to 1SD
24-08-2022,17522.45,-82.5,17577.5,17393.89762,211.052381,44543.10751,0,7.985,122.25,196.5793,-51225,-8983,0.84,60.79,23.19,-322.34,-299.15,21.02,966.13,-476.895,500,-0.022084396,0.13,2,0,1,0,0,0,0,0,1,0,Down to 1SD
25-08-2022,17558.9,36.45,17604.95,17436.34762,86.10238095,7413.620006,0,-1.23,237.8,199.6129,117627,1245,0.76,55.40,369.06,-334.31,34.75,20.92,896.898,-433.481,700,-0.079805495,-0.1,0,1,0,1,0,0,0,0,0,1,Up to 1SD
26-08-2022,17312.9,-246,17522.45,17487.54048,71.35952381,5092.181638,0,-10.01,165.05,197.2477,-590,-46933,0.72,56.95,-51.12,453.59,402.47,20.96,661.978,-315.166,200,-0.034379498,0.04,1,0,1,0,0,0,0,0,1,0,Down to 1SD
29-08-2022,17759.3,446.4,17558.9,17519.49762,-206.597619,42682.5762,0,-38.525,211.35,211.2086,9824,10604,0.79,47.19,-561.22,144.08,-417.14,20.67,301.81,-216.813,700,0.064265167,-0.29,0,1,0,1,0,0,0,1,0,0,Down 1SD to 2SD
30-08-2022,17542.8,-216.5,17312.9,17559.00714,200.2928571,40117.22862,1,-6.595,367.15,229.3187,16856,21103,1.32,56.42,4165.86,-656.72,3509.14,21.2,580.712,-268.861,700,0.535090909,0.53,1,0,1,0,1,0,0,0,0,0,Up 2SD
01-09-2022,17539.45,-3.35,17759.3,17577.31905,-34.51904762,1191.564649,0,-40.145,226.5,233.7138,16015,15474,0.89,50.20,-2290.31,951.13,-1339.18,20.94,116.959,-122.725,500,-0.436604495,-0.26,0,1,0,1,0,0,0,1,0,0,Down 1SD to 2SD
02-09-2022,17665.8,126.35,17542.8,17586.81429,-47.36428571,2243.375561,0,-41.705,165.9,228.9771,774,2893,0.81,46.87,-8.79,-668.74,-677.53,20.94,286.68,-236.678,500,-0.07621876,0,0,2,0,1,0,0,0,0,0,1,Up to 1SD
05-09-2022,17655.6,-10.2,17539.45,17602.0881,63.71190476,4059.206808,1,-9.265,136.5,222.8859,11116,12639,1.05,49.19,-811.75,533.77,-277.98,21.09,94.415,-19.98,500,0.234888122,0.15,1,0,1,0,0,0,0,0,1,0,Down to 1SD
06-09-2022,17624.4,-31.2,17665.8,17614.82381,40.77619048,1662.69771,0,16.49,176.05,219.6083,-9720,-8861,0.87,45.49,1144.53,632.97,1777.5,21.08,254.245,51.823,300,-0.178934499,-0.01,0,1,0,1,0,0,0,0,0,1,Down to 1SD
07-09-2022,17798.75,174.35,17655.6,17626.36667,-1.966666667,3.867777778,0,4.69,126.95,216.1577,10284,10562,0.91,41.07,758.37,-138.67,619.7,21.04,273.782,59.476,500,0.046087117,-0.04,0,2,0,1,0,0,0,0,0,1,Up to 1SD
08-09-2022,17833.35,34.6,17624.4,17645.47381,153.2761905,23493.59057,1,19.38,114.05,213.8072,-11619,-9464,1.17,45.96,2913.09,-212.61,2700.48,21.25,562.772,70.449,500,0.255304885,0.21,1,0,1,0,0,0,0,0,1,0,Up to 1SD
09-09-2022,17936.35,103,17798.75,17660.15238,173.197619,29997.41524,0,31.09,139.15,208.5317,1013,1971,0.89,52.09,2132.42,-1167.56,964.86,21.29,739.108,-12.876,500,-0.282152253,0.04,2,0,1,0,0,0,0,0,1,0,Up to 1SD
12-09-2022,18070.05,133.7,17833.35,17679.27619,257.0738095,66086.94354,0,37.745,89.35,204.1508,693,2324,1.02,63.71,2049.65,-890.51,1159.14,21.41,949.185,-147.286,100,0.13029205,0.12,3,0,1,0,0,0,0,0,1,0,Up to 1SD
13-09-2022,18003.75,-66.3,17936.35,17698.85,371.2,137789.44,0,75.715,71.9,200.4222,-4911,-3799,1.31,64.73,1956.98,-1268.43,688.55,21.57,1201.005,-288.537,500,0.29195797,0.16,4,0,1,0,0,0,0,0,1,0,Down to 1SD
14-09-2022,17877.4,-126.35,18070.05,17713.40238,290.347619,84301.73989,0,24.445,319.5,208.992,-2337,-2747,1.26,61.65,-1397.51,187.58,-1209.93,21.49,644.668,-204.107,200,-0.046818498,-0.08,0,1,0,1,0,0,0,0,0,1,Down to 1SD
15-09-2022,17530.85,-346.55,18003.75,17715.88571,161.5142857,26086.86449,0,33.46,233.45,210.8248,-1766,437,0.72,60.11,-1270.68,-928.86,-2199.54,21.34,746.631,-392.106,200,-0.537795978,-0.15,0,2,0,1,0,0,0,0,0,1,Down to 1SD
16-09-2022,17622.25,91.4,17877.4,17696.2,-165.35,27340.6225,0,-0.86,317.1,222.9194,11448,15224,0.49,49.32,-3260.05,-36.57,-3296.62,20.93,421.505,-328.889,500,-0.23071076,-0.41,0,3,0,1,0,0,0,1,0,0,Down 1SD to 2SD
19-09-2022,17816.25,194,17530.85,17680.28333,-58.03333333,3367.867778,0,-4.355,234.95,223.9609,-39335,-39467,0.7,58.10,312.31,-94.68,217.63,21.04,533.911,-391.734,500,0.202851102,0.11,1,0,1,0,0,0,0,0,1,0,Up to 1SD
20-09-2022,17718.35,-97.9,17622.25,17683.03571,133.2142857,17746.04592,1,16.065,156.5,229.1815,-8519,-4180,0.75,51.72,1196.19,131.94,1328.13,21.27,539.077,-441.837,500,0.055925464,0.23,2,0,1,0,0,0,0,0,1,0,Down to 1SD
21-09-2022,17629.8,-88.55,17816.25,17693.87619,24.47380952,598.9673526,0,9.395,175,225.3186,-7770,-4905,0.75,55.70,-461.04,538.53,77.49,21.15,417.136,-374.117,500,0,-0.12,0,1,0,1,0,0,0,0,0,1,Down to 1SD
22-09-2022,17327.35,-302.45,17718.35,17696.36667,-66.56666667,4431.121111,0,-16.895,189.9,222.8172,14315,24484,0.88,52.78,-2512.55,263.07,-2249.48,21.05,-125.428,-326.549,500,0.129868616,-0.1,0,2,0,1,0,0,0,0,0,1,Down to 1SD
23-09-2022,17016.3,-311.05,17629.8,17683.14762,-355.797619,126591.9457,0,-50.6,346.75,231.9374,-1340,7217,0.63,40.60,-2899.68,299.1,-2600.58,20.69,-628.638,-179.883,500,-0.249776263,-0.36,0,3,0,1,0,0,0,1,0,0,Down 1SD to 2SD
26-09-2022,17007.4,-8.9,17327.35,17659.04524,-642.7452381,413121.4411,0,-92.005,216.65,240.3026,134,18672,0.58,34.79,-5101.3,3532.18,-1569.12,20.31,-1343.733,262.386,500,-0.048257636,-0.38,0,4,0,1,0,0,0,1,0,0,Down 1SD to 2SD
27-09-2022,16858.6,-148.8,17016.3,17632.78333,-625.3833333,391104.3136,0,-106.265,232.3,239.8596,-52958,-29912,0.57,35.16,-2823.96,3504.76,680.8,20.3,-1821.827,739.705,1000,-0.013378353,-0.01,0,5,0,1,0,0,0,0,0,1,Down to 1SD
28-09-2022,16818.1,-40.5,17007.4,17611.15,-752.55,566331.5025,0,-114.515,216,238.241,-62360,10441,0.61,27.11,-2772.49,2544.17,-228.32,20.13,-1959.325,975.364,500,0.037467716,-0.17,0,6,0,1,0,0,0,0,0,1,Down to 1SD
29-09-2022,17094.35,276.25,16858.6,17566.33095,-748.2309524,559849.5581,0,-105.93,236.9,238.1825,-18931,48933,0.78,25.35,-3599.42,3161.73,-437.69,20.08,-2192.199,1384.423,0,0.171215587,-0.05,0,7,0,1,0,0,0,0,0,1,Down to 1SD
30-09-2022,16887.35,-207,16818.1,17544.97619,-450.6261905,203063.9635,0,-43.65,438.1,252.5571,157996,-69611,1.15,31.14,-1565.31,3245.45,1680.14,20.64,-2022.725,1712.625,800,0.374672109,0.56,1,0,1,0,0,0,1,0,0,0,Up 1SD to 2SD
03-10-2022,17274.3,386.95,17094.35,17513.92381,-626.5738095,392594.7388,0,-73.49,244.31,253.0244,11450,16013,0.68,24.36,590.58,-423.06,167.52,20.39,-1994.898,1679.787,0,-0.47444127,-0.25,0,1,0,1,0,0,0,1,0,0,Down 1SD to 2SD
04-10-2022,17331.8,57.5,16887.35,17495.28095,-220.9809524,48832.58132,0,-54.195,157.25,263.5191,-19868,-17893,1.21,36.11,1344.63,945.92,2290.55,20.86,-1980.054,1761.185,500,0.527577168,0.47,1,0,1,0,1,0,0,0,0,0,Up 2SD
06-10-2022,17314.65,-17.15,17274.3,17479.8619,-148.0619048,21922.32764,0,-38.655,111.3,255.732,11780,13009,0.82,39.33,279.01,-43.92,235.09,20.93,-1906.049,1702.94,500,-0.388802978,0.07,2,0,1,0,0,0,0,0,1,0,Down to 1SD
07-10-2022,17241,-73.65,17331.8,17465.1119,-150.4619048,22638.78478,0,-31.515,119.45,246.0655,-1405,-454,0.78,45.15,-2250.77,545.25,-1705.52,20.9,-1879.871,1731.158,500,-0.037306504,-0.03,0,1,0,1,0,0,0,0,0,1,Down to 1SD
10-10-2022,16983.55,-257.45,17314.65,17438.55238,-197.552381,39026.94322,0,-8.635,214.1,246.3429,19119,22509,0.93,41.38,-2139.02,2137.46,-1.56,20.82,-1803.805,1914.994,500,0.14666392,-0.08,0,2,0,1,0,0,0,0,0,1,Down to 1SD
